Vol,No.,day,mo,year,Collection,Book ID,JP2 ,start page,Notes (see orig file for page links),Derivative JPEG
1,21,28,8,1915,LOC,pictureplayweekl01unse,pictureplayweekl01unse_0711.jp2,https://archive.org/stream/pictureplayweekl01unse#page/n709/mode/2up,,Picture-Play_vol1_no21_28-8-1915_sml.jpg
1,22,4,9,1915,LOC,pictureplayweekl01unse,pictureplayweekl01unse_0747.jp2,https://archive.org/stream/pictureplayweekl01unse#page/n745/mode/2up,,Picture-Play_vol1_no22_4-9-1915_sml.jpg
1,23,11,9,1915,LOC,pictureplayweekl01unse,pictureplayweekl01unse_0783.jp2,https://archive.org/stream/pictureplayweekl01unse#page/n781/mode/2up,,Picture-Play_vol1_no23_11-9-1915_sml.jpg
1,24,18,9,1915,LOC,pictureplayweekl01unse,pictureplayweekl01unse_0819.jp2,https://archive.org/stream/pictureplayweekl01unse#page/n817/mode/2up,,Picture-Play_vol1_no24_18-9-1915_sml.jpg
1,25,25,9,1915,LOC,pictureplayweekl01unse,pictureplayweekl01unse_0855.jp2,https://archive.org/stream/pictureplayweekl01unse#page/n853/mode/2up,,Picture-Play_vol1_no25_25-9-1915_sml.jpg
1,26,2,10,1915,LOC,pictureplayweekl01unse,pictureplayweekl01unse_0891.jp2,https://archive.org/stream/pictureplayweekl01unse#page/n889/mode/2up,,Picture-Play_vol1_no26_2-10-1915_sml.jpg
2,1,9,10,1915,LOC,pictureplayweekl02unse,pictureplayweekl02unse_0009.jp2,https://archive.org/stream/pictureplayweekl02unse#page/n7/mode/2up,,Picture-Play_vol2_no1_9-10-1915_sml.jpg
2,2,16,10,1915,LOC,pictureplayweekl02unse,pictureplayweekl02unse_0037.jp2,https://archive.org/stream/pictureplayweekl02unse#page/n35/mode/2up,,Picture-Play_vol2_no2_16-10-1915_sml.jpg
2,3,23,10,1915,LOC,pictureplayweekl02unse,pictureplayweekl02unse_0073.jp2,https://archive.org/stream/pictureplayweekl02unse#page/n71/mode/2up,,Picture-Play_vol2_no3_23-10-1915_sml.jpg
2,4,30,10,1915,LOC,pictureplayweekl02unse,pictureplayweekl02unse_0109.jp2,https://archive.org/stream/pictureplayweekl02unse#page/n107/mode/2up,,Picture-Play_vol2_no4_30-10-1915_sml.jpg
2,5,6,11,1915,LOC,pictureplayweekl02unse,pictureplayweekl02unse_0145.jp2,https://archive.org/stream/pictureplayweekl02unse#page/n143/mode/2up,,Picture-Play_vol2_no5_6-11-1915_sml.jpg
2,6,13,11,1915,LOC,pictureplayweekl02unse,pictureplayweekl02unse_0181.jp2,https://archive.org/stream/pictureplayweekl02unse#page/n179/mode/2up,,Picture-Play_vol2_no6_13-11-1915_sml.jpg
2,7,20,11,1915,LOC,pictureplayweekl02unse,pictureplayweekl02unse_0217.jp2,https://archive.org/stream/pictureplayweekl02unse#page/n215/mode/2up,,Picture-Play_vol2_no7_20-11-1915_sml.jpg
2,8,27,11,1915,LOC,pictureplayweekl02unse,pictureplayweekl02unse_0253.jp2,https://archive.org/stream/pictureplayweekl02unse#page/n251/mode/2up,,Picture-Play_vol2_no8_27-11-1915_sml.jpg
,,10,12,1915,,,,,,
,,17,12,1915,,,,,,
,,24,12,1915,,,,,,
,,31,12,1915,,,,,,
,,,1,1916,,,,,,
,,,1,1916,,,,,,
,,,1,1916,,,,,,
,,,1,1916,,,,,,
,,,2,1916,,,,,,
,,,2,1916,,,,,,
,,,2,1916,,,,,,
4,1,1,3,1916,LOC,pictureplaymagaz04unse,pictureplaymagaz04unse_0015.jp2,https://archive.org/stream/pictureplaymagaz04unse#page/n13/mode/2up,,Picture-Play_vol4_no1_1-3-1916_sml.jpg
4,2,,4,1916,LOC,pictureplaymagaz04unse,pictureplaymagaz04unse_0145.jp2,https://archive.org/stream/pictureplaymagaz04unse#page/n143/mode/2up,,Picture-Play_vol4_no2_dd-4-1916_sml.jpg
4,3,,5,1916,LOC,pictureplaymagaz04unse,pictureplaymagaz04unse_0307.jp2,https://archive.org/stream/pictureplaymagaz04unse#page/n305/mode/2up,,Picture-Play_vol4_no3_dd-5-1916_sml.jpg
4,4,,6,1916,LOC,pictureplaymagaz04unse,pictureplaymagaz04unse_0461.jp2,https://archive.org/stream/pictureplaymagaz04unse#page/n459/mode/2up,,Picture-Play_vol4_no4_dd-6-1916_sml.jpg
